year,region,population,life_expectancy,child_mortality,babies_per_woman,income_per_person
1960,asia,1668926539,41.85824631,243.86,5.13,2690.297725
1961,asia,1694612815,47.26559106,223.84,4.89,2689.573472
1962,asia,1729038874,52.40081273,190.33,5.82,2781.9107
1963,asia,1774271357,54.17109908,177.21,6.38,2914.572741
1964,asia,1821618124,54.68167598,170.37,6.02,3117.558102
1965,asia,1867456672,54.58940135,162.22,5.99,3214.707897
1966,asia,1912885040,55.09351937,161.67,5.86,3325.966007
1967,asia,1958216782,55.47616169,165.7,5.65,3447.132714
1968,asia,2005888689,56.20701935,161.02,5.91,3610.278396
1969,asia,2055796514,56.69040786,155.14,5.75,3867.862865
1970,asia,2106660978,56.95296128,150.18,5.69,4079.119265
1971,asia,2156875894,57.35243729,146.71,5.44,4202.682795
1972,asia,2206369054,58.01583684,143.98,5.24,4324.421305
1973,asia,2256695531,58.586997,141.24,5.04,4554.007326
1974,asia,2306554001,58.92367605,138.38,4.77,4557.824895
1975,asia,2354947676,59.28535193,136.62,4.47,4625.11772
1976,asia,2402096916,59.52654202,133.73,4.3,4739.285356
1977,asia,2448964771,60.20812255,131.36,4.09,4860.014988
1978,asia,2495680174,60.68947497,127.75,4,4994.547774
1979,asia,2543773720,61.19639902,123.26,3.98,5080.966222
1980,asia,2593884524,61.61064384,121.95,3.95,5118.407349
1981,asia,2645492894,61.94579209,115.79,3.93,5184.895896
1982,asia,2699348346,62.36031658,112.74,3.96,5250.052215
1983,asia,2753777946,62.73105415,108.88,3.77,5372.0968
1984,asia,2808225737,63.08367886,105.57,3.75,5523.322677
1985,asia,2864025301,63.45537173,102.47,3.7,5653.665985
1986,asia,2921778776,63.86823298,99.67,3.69,5755.816494
1987,asia,2981662559,64.23364317,97.06,3.64,5956.909703
1988,asia,3041812697,64.50582773,94.69,3.51,6230.561567
1989,asia,3102015489,64.86118336,92.55,3.45,6395.710319
1990,asia,3162690806,65.20272415,90.62,3.4,6592.572268
1991,asia,3221184966,65.3943033,88.86,3.14,6723.754935
1992,asia,3277253654,65.74168285,87.14,3.03,6938.612165
1993,asia,3331993628,66.07699966,85.39,2.95,7129.055108
1994,asia,3385113033,66.42721033,83.55,2.88,7373.551183
1995,asia,3437757847,66.68862336,81.55,2.82,7679.982283
1996,asia,3490343434,66.99774906,79.33,2.76,8003.573255
1997,asia,3542446232,67.196937,76.94,2.71,8189.182119
1998,asia,3594038094,67.4444398,74.38,2.66,8150.584972
1999,asia,3644984130,67.73048907,71.65,2.63,8369.440573
2000,asia,3695909978,67.98033729,68.79,2.64,8700.549449
2001,asia,3746772715,68.29330267,65.85,2.58,8883.533706
2002,asia,3795910826,68.61264306,62.88,2.55,9137.812338
2003,asia,3844060183,68.98857119,59.95,2.5,9514.35366
2004,asia,3892339085,69.23095054,57.44,2.48,10025.63283
2005,asia,3940571170,69.59081992,54.22,2.44,10519.79944
2006,asia,3989233323,69.98942193,51.54,2.42,11085.41874
2007,asia,4037880008,70.34345109,48.97,2.4,11739.3075
2008,asia,4086381421,70.48375198,46.76,2.39,12089.63398
2009,asia,4135660389,70.99708159,44.11,2.37,12355.56285
2010,asia,4185223699,71.29631803,41.83,2.34,13106.27882
2011,asia,4234553641,71.59498197,39.67,2.31,13686.12001
2012,asia,4284218480,71.94661588,37.64,2.32,14219.17021
2013,asia,4332895188,72.25967114,35.72,2.26,14793.81649
2014,asia,4379807921,72.60997077,33.91,2.24,15391.11868
2015,asia,4424737655,72.90244392,32.23,2.2,16003.63453
2016,asia,4468796639,73.21766833,30.65,2.21,16686.57087
2017,asia,4512050492,73.48478867,29.17,2.18,17329.30561
2018,asia,4552490484,73.68978527,27.83,2.08,17967.24466
2019,asia,4590908585,73.91367164,26.93,2.04,18451.374
2020,asia,4626393020,73.48901561,26.08,1.93,18015.10543
2021,asia,4656427741,72.39558719,25.28,1.87,19015.86358
2022,asia,4685787807,72.95987718,24.53,1.83,19615.61542
2023,asia,4716308828,74.65887397,23.8,1.82,20282.87877
2024,asia,4745453688,74.8788946,23.11,1.81,20921.21725
2025,asia,4774129516,75.06047821,22.45,1.81,21573.48903
2026,asia,4802356535,75.23778665,21.8,1.8,22211.59184
2027,asia,4830174023,75.4144642,21.18,1.8,22918.47179
2028,asia,4857222816,75.58576642,20.59,1.79,23721.09496
2029,asia,4883471575,75.75549849,20.02,1.78,24607.96758
2030,asia,4908941442,75.92755231,19.48,1.78,24648.31192
2031,asia,4933597711,76.09534488,18.97,1.77,24935.40454
2032,asia,4957407256,76.26137845,18.48,1.77,25224.46418
2033,asia,4980374495,76.42663319,18.01,1.76,25515.64909
2034,asia,5002463256,76.58859863,17.56,1.76,25808.63252
2035,asia,5023649819,76.74848732,17.14,1.76,26103.26034
2036,asia,5043993573,76.90790614,16.73,1.75,26400.02275
2037,asia,5063477329,77.06583334,16.34,1.75,26699.50985
2038,asia,5082055081,77.22281877,15.96,1.75,27001.38755
2039,asia,5099749035,77.37669465,15.6,1.75,27305.49595
2040,asia,5116536540,77.52960901,15.25,1.74,27611.5894
2041,asia,5132342764,77.68404042,14.91,1.74,27919.51674
2042,asia,5147112902,77.83546326,14.58,1.74,28229.38162
2043,asia,5160886483,77.98429081,14.26,1.74,28541.28249
2044,asia,5173673301,78.13301659,13.95,1.74,28854.95196
2045,asia,5185410584,78.28401332,13.66,1.73,29169.57159
2046,asia,5196038088,78.43340634,13.37,1.73,29484.57895
2047,asia,5205439107,78.57401279,13.09,1.73,29799.23976
2048,asia,5213598538,78.71624867,12.83,1.73,30113.45359
2049,asia,5220581766,78.85941186,12.57,1.73,30426.77149
2050,asia,5226324663,78.99862924,12.31,1.73,30738.5254
2051,asia,5230714556,79.13737128,12.07,1.73,31048.12942
2052,asia,5233803221,79.27597697,11.83,1.72,31355.15922
2053,asia,5235759304,79.41268893,11.6,1.72,31660.40105
2054,asia,5236556418,79.54971776,11.38,1.72,31963.64441
2055,asia,5236189015,79.68397791,11.16,1.72,32264.40348
2056,asia,5234775674,79.81405844,10.95,1.72,32562.66338
2057,asia,5232360281,79.94848029,10.74,1.72,32859.30158
2058,asia,5228946427,80.0802708,10.55,1.72,33154.70456
2059,asia,5224541965,80.21093536,10.36,1.72,33448.53005
2060,asia,5219300672,80.34111808,10.17,1.72,33741.74878
2061,asia,5213279349,80.46896254,9.99,1.71,34034.97742
2062,asia,5206584189,80.5981089,9.82,1.71,34328.98598
2063,asia,5199356433,80.72832083,9.65,1.72,34624.9576
2064,asia,5191552879,80.85436364,9.48,1.72,34922.19392
2065,asia,5183197300,80.98359554,9.32,1.71,35220.40379
2066,asia,5174315435,81.11086209,9.16,1.71,35520.69363
2067,asia,5164851280,81.23784842,9.01,1.71,35822.58966
2068,asia,5154885478,81.36431977,8.86,1.71,36126.19813
2069,asia,5144440660,81.4911566,8.71,1.71,36432.09072
2070,asia,5133474308,81.6169408,8.57,1.71,36739.74362
2071,asia,5121976158,81.74656731,8.43,1.71,37048.72099
2072,asia,5109897362,81.87188591,8.29,1.71,37358.49044
2073,asia,5097306751,81.99838408,8.16,1.71,37669.03373
2074,asia,5084164382,82.12377721,8.03,1.71,37979.8959
2075,asia,5070358801,82.25101158,7.9,1.71,38289.87457
2076,asia,5055971243,82.37658813,7.78,1.71,38599.22714
2077,asia,5041030724,82.5047947,7.65,1.71,38908.04781
2078,asia,5025463957,82.62801758,7.53,1.7,39216.15794
2079,asia,5009395441,82.75150153,7.42,1.7,39523.51629
2080,asia,4992877311,82.87487232,7.31,1.71,39829.28541
2081,asia,4975816456,82.99508901,7.19,1.7,40133.47581
2082,asia,4958286734,83.119445,7.09,1.7,40436.35215
2083,asia,4940344084,83.24392035,6.98,1.7,40738.55644
2084,asia,4922056895,83.36471006,6.88,1.7,41040.40234
2085,asia,4903494531,83.48538431,6.77,1.7,41341.46938
2086,asia,4884579225,83.60816858,6.68,1.7,41641.97123
2087,asia,4865428607,83.72929948,6.57,1.7,41942.53653
2088,asia,4846152321,83.84796023,6.48,1.7,42243.52333
2089,asia,4826686306,83.96943071,6.39,1.7,42544.36085
2090,asia,4807066245,84.08919907,6.29,1.7,42845.19122
2091,asia,4787349374,84.20769536,6.2,1.7,43146.43114
2092,asia,4767520820,84.32730112,6.12,1.7,43447.62444
2093,asia,4747537072,84.44842244,6.03,1.7,43748.19182
2094,asia,4727356701,84.56835611,5.95,1.7,44047.23695
2095,asia,4707014154,84.68935266,5.86,1.7,44345.11342
2096,asia,4686523734,84.80884149,5.78,1.7,44641.66806
2097,asia,4665879849,84.92427913,5.7,1.7,44936.65984
2098,asia,4645089450,85.04332517,5.62,1.69,45230.14366
2099,asia,4624187438,85.16308017,5.55,1.7,45521.93935
2100,asia,4603160328,85.27958334,5.55,1.69,45811.50122
1800,europe,206910570,34.10830975,390.92,5.66,5473.46362
1801,europe,207842812,34.4520007,389.69,5.63,5441.194692
